wallet,type,rarity,score,final_ranking,token_earned
0x76e727cbb3fe8e78256d9160a5b0690cd38228c0,#3R,Rare,13140,611,9681
0x46123b2d24c87f36de57f7c95f1dd7d0331564f5,#11R,Rare,13140,612,9681
0xc06d5a1d8fa17e8461030fd6c5eedd541eaade27,#11R,Rare,12960,613,9681
0x299a606d3b7dfaec683477976282e8b4bc635075,#7R,Rare,12960,614,9681
0x5a74b5921954778627b27516a91f1e94981733ed,#4R,Rare,12960,615,9681
0xafcc3de44ae77964d951b2769e5c029abebac4c5,#3R,Rare,12888,616,9681
0x89a5550c62aacdae8223a25fac7176c7d9f8c630,#14R,Rare,12846,617,9681
0x8e44b278b20c38f6983e615b03d07b9816d050d4,#3R,Rare,12804,618,9681
0x0456c41eaebfe41d43784fc1d747065a2df87011,#5R,Rare,12750,619,9681
0x0414313a89440e5768fbec4c22685bb3ce2b66b2,#2R,Rare,12750,620,9681
0x55ae9699a3d7b776bde60a58e44e798e2c785663,#13R,Rare,12480,621,9681
0xac8967be310bb571e61700308a3b5269b0f348b0,#7R,Rare,12420,622,9681
0x69d2c11c9ab5fc0ef0fe03e113dd0c53a99452fc,#5R,Rare,12240,623,9681
0x9e5426bf60ec2150d38cf4760cecd2358d05cde2,#15R,Rare,12240,624,9681
0x2e3f7ef4da0bee4f80b74e628410e86b49509214,#3R,Rare,12240,625,9681
0xe28a10567f141697d55ef99ef0acdd0b0668125e,#14R,Rare,12180,626,9681
0xc4f8bea823b6c647c70c617fa32629912d0ab61b,#10R,Rare,12168,627,9681
0x29c3b80aadfac630d654d55e35cc9f4a4d6981e6,#13R,Rare,12120,628,9681
0xd7d34834a7598c74d2bf269f48bad7c889b8e343,#8R,Rare,12090,629,9681
0x445c901753b877e342c722bc8d553fec2aff99dd,#9R,Rare,12006,630,9681
0xcc223500e34076f6f15086f4cdfb85ed819869bb,#13R,Rare,12000,631,9681
0x4c28959033818ffb3d8e208af5e5544a7ae45ef0,#12R,Rare,11700,632,9681
0x30f57b569975bf451fb88b2d3d82d57e996e7c90,#12R,Rare,11700,633,9681
0x2a3f096dba8c51d43345f141a8fb68af94418ec4,#11R,Rare,11700,634,9681
0x8d67318d4fe99e27c13a8bac729723f5dae27a5c,#13R,Rare,11700,635,9681
0xacd69c60428c5b35a973fef5ab047993c1ac783e,#5R,Rare,11700,636,9681
0x2931965e63296c0de23e328f9f18a19d50477bb6,#3R,Rare,11700,637,9681
0xf036d9b2825852eee1a3b321c711d62c35707aaf,#8R,Rare,11700,638,9681
0xf6d4e1dcf36e38c09c48e2177b3d2a9cbb0fcedd,#2R,Rare,11694,639,9681
0x9c6e5c6c8e65289d97e05b884834a6cd9d37b935,#6R,Rare,11676,640,9681
0x50d224870381db5cd14c5256b2de2409524eaf0f,#14R,Rare,11652,641,9681
0x867c5c06694871e7cfb04afb1225c165b08e39df,#15R,Rare,11520,642,9681
0x642738a74560345fe47b5ca100d6c75dc1316016,#15R,Rare,11472,643,9681
0xb06fc7ef230cb298a08e87b8c8e75d359d9f304b,#14R,Rare,11340,644,9681
0xdb9986bd0596b8a4873b09b4a10b81b13f2c9ddd,#1R,Rare,11232,645,9681
0x96ba80d249dfba55ac923eebe72dcdc59dd90fb3,#1R,Rare,11052,646,9681
0x98ddc2087e97eac70654afd60a1f90abb9929261,#8R,Rare,11040,647,9681
0x0188ca72807a3d4c1a0cfa144d7caa972060d44e,#10R,Rare,11040,648,9681
0x1298a0517bfcc4c9ec2b5f86ce9337a529d0855c,#11R,Rare,10980,649,9681
0xe27c380a3c8f03e092221cfa61256349f66e22dd,#10R,Rare,10980,650,9681
0x0474242e71d36abc89553a1be9887fc91432cef2,#6R,Rare,10980,651,9681
0x884cd858d961e53eb81edccf95609e0f3dd5bafe,#14R,Rare,10980,652,9681
0x716b7853a1186ad1ee99b64753432c67d1dd6878,#7R,Rare,10980,653,9681
0x8365efac60ac17ead6da541c831578a1d5a809ba,#11R,Rare,10980,654,9681
0x319193fb5fdfabf6f190daae780e9a54f482ecbb,#10R,Rare,10968,655,9681
0xc7f4bd730135f27ab0ecf4f54ad934e5197bd670,#3R,Rare,10932,656,9681
0x9465f605e45677a25bfc8d19cf1195e16509a72e,#10R,Rare,10920,657,9681
0x2a54f1a3b9a9ad5f3f66e76e415e7c917df6f468,#11R,Rare,10896,658,9681
0xd0e6d3ae8eb2bf181ca91093a79788fa5a87c9d9,#1R,Rare,10884,659,9681
0x65fb47ce9108b5c937caa3e9707fcb581cf14b0e,#15R,Rare,10824,660,9681
0xb631d4595f5cdcc38e8687d0404826db214937c4,#12R,Rare,10806,661,9681
0xc019fcd46a81f13e4f16b1cabf9221a51c8dd4da,#8R,Rare,10800,662,9681
0x17735ad53064ebc0456622e0309bb4abb3dcbe5b,#2R,Rare,10800,663,9681
0xa6f91567fa98954c72f8d5b8c1a8b0cfe6203dd4,#14R,Rare,10800,664,9681
0xda32457e89bc0e7f6ce152511975835510b0aa9e,#1R,Rare,10656,665,9681
0x84185d33efb5e4db846b37463d2626a329862b87,#6R,Rare,10560,666,9681
0xe4a22de630c4a43a98b7ac9f2adc6af8a73ad0ac,#6R,Rare,10560,667,9681
0xcdab262b3146fdda6969eeed7ac9120ac0f44ba0,#5R,Rare,10560,668,9681
0x3cf3e1ebc5d8d43ef9470b9ae693732798bdde82,#4R,Rare,10560,669,9681
0x9384ba19cc54cb3195ce45ece3df16e5c58db80c,#9R,Rare,10560,670,9681
0x22d8a2a0fddb0f9b8f4361862223f5282882c69d,#5R,Rare,10560,671,9681
0x5cc6b184d4547d38a43484a9237006bcc8ba86a4,#9R,Rare,10560,672,9681
0xfbe0f9783ce141e6c8f50a40a78a70aca1470b7f,#2R,Rare,10560,673,9681
0xf30f42782aaaf202ad41be27b6ca539fdbc4f9c8,#14R,Rare,10560,674,9681
0x3cb64471259fbc734c9af9883bca987fa17954bd,#14R,Rare,10560,675,9681
0x1e7f0b163e69bb603a6d055cdd787f3501d7910c,#13R,Rare,10560,676,9681
0x9d37bb838779f1e823a5e1103fae9d75b75da6ad,#10R,Rare,10560,677,9681
0xb4273be1bfbcd4360f620d2716294763403ebced,#8R,Rare,10560,678,9681
0x63ae777b13d20711eb840c74ad4f2a8ebc9b1a17,#5R,Rare,10536,679,9681
0x21eebf0e2cb02787d4199fe9d671434ccbe90ea0,#14R,Rare,10440,680,9681
0x05a164c37f415ff080562a5d25cc03b59ef8fe59,#13R,Rare,10440,681,9681
0x958a10c89c05cafeb56150c107bbf403e0c3c873,#10R,Rare,10440,682,9681
0xb06782fbf07ff8840161299a01a495ebacb21c8a,#4R,Rare,10440,683,9681
0x3151fa084e5689ee7fd1ad57a906fa0dab4aa782,#14R,Rare,10440,684,9681
0x0fb6512e5e1cdb89880e593e6c28374a600c0211,#11R,Rare,10368,685,9681
0x20ebef5ca445a21bfede5986541fb9d443cab7ab,#7R,Rare,10296,686,9681
0x497a074793663ef48597099573ddcf684cf53938,#7R,Rare,10296,687,9681
0x120889f539051dfa88d94b271a567b882a168d51,#7R,Rare,10296,688,9681
0x5c31a0470a2d760d4805b6f1391c0e5da841f12a,#14R,Rare,10230,689,9681
0xfbf7b83ea157a0610bca367507201619fe24c105,#2R,Rare,10224,690,9681
0xa4bc1133533e9dddc75834d176f304920b1eb1fb,#9R,Rare,10194,691,9681
0x196e7224ac89de9d75d1285211ed476addcc1d65,#1R,Rare,10188,692,9681
0x899ef6d24a057645704290c98b0a285ab04f28fd,#15R,Rare,10164,693,9681
0xc871048459801fff312936368d197af5ce6ee91f,#6R,Rare,10080,694,9681
0x16f6fa0d37715957d0911bd784fbebb138b48d12,#6R,Rare,10080,695,9681
0x62601e99190a6cf98a6ebdaee0c2a3fec218286a,#4R,Rare,10080,696,9681
0xd5c38625d05b58c67baea227f29dfe23ebde7bce,#6R,Rare,9924,697,9681
0xeac6c95dd27200ecef2e999047601a4f909f4d0f,#14R,Rare,9900,698,9681
0x6853776e64c57675855a83b5892445ddfccf79e0,#8R,Rare,9888,699,9681
0xdd8dd5579c53a4810f4c99c0fd13324e68a8d50a,#6R,Rare,9732,700,9681
0xf66e0e2d6b6602d3d295dc117adbfa0adb4e5291,#10R,Rare,9720,701,9681
0x6c0e9202aa41699eaefb6fafbeba4d88e9e7ffca,#9R,Rare,9720,702,9681
0xb8cb7b23d18d5986c2a3ea0efbcb26c120ea6472,#10R,Rare,9720,703,9681
0x7fbd6cf902bb18b3b056f46cac47bcfcb976b330,#10R,Rare,9720,704,9681
0xbfb3a4cc869355437730b05ea6ea3971cfd6b724,#1R,Rare,9720,705,9681
0x09f3e1e9936c4e6d0fd6e10677afac67a51c745c,#6R,Rare,9720,706,9681
0x342d854d7bc8e37431bc3e11f4d82f2b6ca820aa,#12R,Rare,9720,707,9681
0x8f3589d3691cf496d6da7233b37dd5867dfa6f17,#8R,Rare,9564,708,9681
0xffcbdcd4443ddf73733dca66777587a33dc4e838,#10R,Rare,9384,709,9681
0x6380e9a2c04586841a1358aedd5120111f2c661a,#14R,Rare,9360,710,9681
0x8a5207ad3213d9fc48c0c51e17a7fec987ff1f42,#14R,Rare,9240,711,9681
0xb4890b8a421ed236006ef2e7f6db4ddca96d405f,#9R,Rare,9180,712,9681
0xb028e10e25d4a6723a6d59781ffcc5e81043139b,#4R,Rare,9180,713,9681
0x1f79db2c1a539c885a3a6b27cf0810ceeaf9aa4f,#5R,Rare,9180,714,9681
0x4079cebe9a9dc13121061326152cf64f4fef5b1e,#14R,Rare,9180,715,9681
0x378e33e37b72f5785380495a1301d56394840587,#14R,Rare,9180,716,9681
0x68872c188d3d7cc4a99d0ddec83a1205d8fd73f3,#11R,Rare,9168,717,9681
0xb6637a9bc9b530d01e28e9fbca31911b7a9c1041,#5R,Rare,9000,718,9681
0x9d3ba260f8f2f1e40da6179b654d1153fac26d8d,#14R,Rare,9000,719,9681
0xbdb67780c1f556d10da3c2f839d30b13960f6660,#5R,Rare,9000,720,9681
0x46e6e23f20420c96a6357c1c8f0a15fdbc577796,#11R,Rare,9000,721,9681
0x5ae6fda4a664e96f1d9094d1af6757989bc5f09f,#8R,Rare,9000,722,9681
0x7cd207ebe1ade2d3a34d237b89fbccc2c922318a,#8R,Rare,9000,723,9681
0x2f66c0b32df524ea635aa2df4ec91765aa30a43a,#9R,Rare,9000,724,9681
0x32a558cbf4541e0213be1587e5f3aaa1855c5c12,#2R,Rare,9000,725,9681
0xfa254ee01bc8fd7b8ee3f0b781faa69808e8eb53,#6R,Rare,8856,726,9681
0x56ccf5e443f42e066b5fda21a7cde3e797137c32,#8R,Rare,8640,727,9681
0xec49d1a4d77e42b22bf30ac1870b46bb8912572c,#7R,Rare,8640,728,9681
0x5b2a9d9d0915e1cae7d476d1ab8b0dd7dfe4b771,#9R,Rare,8640,729,9681
0x7663a9232da161bd5f7f09144b16e82720d9ac7e,#8R,Rare,8640,730,9681
0xa16767030b7a869b1f67b108969a58b3a822b826,#2R,Rare,8640,731,9681
0x22c31f4b9b92f85f698e9490b04009854760c18b,#1R,Rare,8640,732,9681
0x70c61208057ba37863fb39dfeebbd0438db2b772,#9R,Rare,8640,733,9681
0x16781927e0a6e8b51afdc3472146411a78d681e0,#8R,Rare,8640,734,9681
0xa65d63e5ee42775262f8aa3ff8dbe90a346307f8,#7R,Rare,8640,735,9681
0x2729b844a43f9f70c956fce39dd57eca5bc0a426,#14R,Rare,8640,736,9681
0x6ea19dd8960efe685c0604dbcb18e595768fde33,#14R,Rare,8640,737,9681
0x470b7543e37279d12fb040c4dfab70a8e486640f,#14R,Rare,8640,738,9681
0x3abef25c2adfcfa54209c39f2dc2bf7a8ca20985,#8R,Rare,8640,739,9681
0x0afa62b161c44519ba5900d31cad855d0a778ab0,#14R,Rare,8640,740,9681
0x449cce429cfd4a9fb94a483291b21cff6565e581,#15R,Rare,8640,741,9681
0x728cb15f30b8bc0ebed9ffe06f56dd018ef45726,#8R,Rare,8640,742,9681
0x5461fc6eab50f9584928deb0b4ba028cbbe9230c,#13R,Rare,8640,743,9681
0xe476e92c843cdd3502baa30afe6d58fc33feb3f7,#5R,Rare,8640,744,9681
0xaaae04bcf22b2b0cbd488dff885fd7b30e3ee34f,#5R,Rare,8640,745,9681
0x3f33a8c0d0643892bd310cc2cca128e476edea30,#3R,Rare,8640,746,9681
0x612ba1bb1d3079f3bc62a64622c7d424e01988ae,#15R,Rare,8640,747,9681
0x8a51868d404fdf389768ec161461aa6418c50fc2,#7R,Rare,8640,748,9681
0x0e3ebf83e868ae2ad131b0f8dc46117fdbf39988,#6R,Rare,8640,749,9681
0x86a42e8a1f504b8279c5916f23bc9094881e6121,#6R,Rare,8640,750,9681
0xb5bc2a2619495108a3a2d483804f102652c072fa,#14R,Rare,8640,751,9681
0xdf84b26af2c749fdcc81e6cbbe2fbdfeed11cce8,#4R,Rare,8640,752,9681
0xd934e60cadc3c79dc39d3d6eb5cc21384fa62f53,#2R,Rare,8640,753,9681
0x8ff358cbd1503331ce940e1f8f7a76c6f35c58a4,#10R,Rare,8640,754,9681
0x4c743fd2484f5068e38255a9b75a1e7de285bc70,#9R,Rare,8640,755,9681
0xbb5e709dcf0752c543916e3936742ebf04071ede,#6R,Rare,8640,756,9681
0xd8440590de4e3359e204ecfbcc32b4e942549ca9,#11R,Rare,8640,757,9681
0xe978bdcaec01e908a2bd3b893012e9979e2f5c47,#4R,Rare,8640,758,9681
0x1b9f20192f0f95e2bb65e6cf5dfb53ac6d4781c4,#9R,Rare,8640,759,9681
0xedf34c0fa8783b586b6f3f31f3484483f4610fb5,#5R,Rare,8640,760,9681
0xc4c2e35ad3c20d8e502da68c104df478d48e7b49,#4R,Rare,8640,761,9681
0xfb5539b856e1f74fe25ccad90367bed6d7d97233,#3R,Rare,8640,762,9681
0x566bbb9a10072767edd2966848e1473ba0943136,#7R,Rare,8640,763,9681
0x7caf09894562a53322c9c3ae5dc1e2f03ad80126,#8R,Rare,8640,764,9681
0xf19cd4a3b8fdd7f223f9dbe5c8a499685f9f6bc0,#2R,Rare,8640,765,9681
0x2b3d2893b729ac33f123b4a03ebab4928c51d18c,#13R,Rare,8640,766,9681
0xa63d862e99ab15086d121ac193cd5fd95c843fa0,#11R,Rare,8640,767,9681
0xf6794e8a29ef377d83e1565bf04a44e6f62fec0b,#6R,Rare,8640,768,9681
0xaa04d48df6e675f100e76b5cfe0477fd00b3295d,#15R,Rare,8640,769,9681
0x2bf98c4b44c70cfaa5ec556cefecf964b13e9aa3,#14R,Rare,8640,770,9681
0x15e122a030811ce402fce7fbff05df6aece955dc,#12R,Rare,8640,771,9681
0x53757a9ca5fb5594fcc3a8c7b88a9c0bb0c06541,#10R,Rare,8640,772,9681
0xea2569c54442ecba53247480f54ede999333a574,#2R,Rare,8640,773,9681
0x67e0734ec192dcced51a20ea6c8552d87708f87f,#5R,Rare,8640,774,9681
0x95a73e62edc03db65fc34630686233c89221e58d,#5R,Rare,8640,775,9681
0x0fffd91e2b138ac4b1c9e6bc409bd35fb074a10d,#13R,Rare,8640,776,9681
0xe70f4c1eda8955f7306c25fe3fa1635297a7f95c,#8R,Rare,8499,777,9681
0xf2e1947b72f2f8297621a2e810d7f0ab59f73771,#1R,Rare,8460,778,9681
0x6eefbb91bcab7e3b57dd68ced56deee7f3b8f72b,#10R,Rare,8424,779,9681
0x0effa2d8da6d3046545431cfa0ac194f0b733bfe,#12R,Rare,8400,780,9681
0xaf05cc3a451a23b80f8f3207d31f4fea9ec2729a,#10R,Rare,8400,781,9681
0x81862d5c7d70e5bef78dd77a8b78c456822b2abf,#5R,Rare,8364,782,9681
0x7f1f1c0fa28d12e273934c713d8a19da8ab587e5,#11R,Rare,8352,783,9681
0x116601c064234d7d944a00eab25485e949572f03,#9R,Rare,8328,784,9681
0x33afe3a00dbbf7173d8c77afa9fc32202dccf52c,#4R,Rare,8268,785,9681
0x5f0314032c37f5995280e06cfcc407217eca0da9,#4R,Rare,8220,786,9681
0x4a0c3344a60d6a36ca126135a048c0a02e2a21af,#3R,Rare,8130,787,9681
0xff17704810c6f0a6d62547c8c5a91b0756d85aa7,#3R,Rare,8130,788,9681
0x160cd97253b3ee5d6a4ab68ed47183a6443bfd17,#2R,Rare,8118,789,9681
0x1bd355f16e9882b34c79f4f1e2bdfd74eefa532d,#2R,Rare,8118,790,9681
0x2f7a85b46ea05ba250b0c4043493b5a57025f0a7,#14R,Rare,7830,791,9681
0x09cb6de8d66dadf370f70066f9fce9137b1642cd,#13R,Rare,7800,792,9681
0x2978572c4996f1d2e3ea7147175df373f4d349e9,#13R,Rare,7680,793,9681
0x7a195e1d1d09e9a3bfb3e3be4e2d3b1462f7c6c8,#10R,Rare,7680,794,9681
0xe517f5274a21c74ae230d99010ad11992d0e836b,#8R,Rare,7680,795,9681
0x9382556be2b90bfdb1b8cbf5cf1d87a16e0bc8f0,#1R,Rare,7488,796,9681
0xdb25afdb6b1556a11c5e29aceeddf497a038a09b,#6R,Rare,7488,797,9681
0xb10c731bd4bca11037dd21192f2694a1ca0e4b9b,#8R,Rare,7416,798,9681
0xbb24df6dcb29ea1380b32702b3d2085b220fce00,#5R,Rare,7416,799,9681
0xeeb888d7835c55649c48000304758d05fdd46a0e,#9R,Rare,7380,800,9681
0xb32e270486570ef0499210bfc122241def37da5d,#6R,Rare,7224,801,9681
0xe97acf741414e788b5796220894d8429de00a6d9,#6R,Rare,7152,802,9681
0x3fcd51b20d1735b324db12cdb81efeb7fcfa5ed0,#6R,Rare,7056,803,9681
0x97de2d56ac3c6828855c78a9cb35042c285d29b0,#8R,Rare,7032,804,9681
0x1c75b8bdbdd215d802ea7667671c7b88065ed6c2,#15R,Rare,7020,805,9681
0xaef523c82bc60a390116af71326d8648d3b61160,#15R,Rare,7020,806,9681
0x0a9173154c1d2f9f840f0eebc8d42165cbbe2a6a,#11R,Rare,7020,807,9681
0x85a2e2b134d86bae9ad104ba633786c83e46e5c5,#2R,Rare,6774,808,9681
0x4b697a4ab6d1b41825f185a94c144ab2bd753d89,#10R,Rare,6768,809,9681
0xedf32671c9516ebd147072474f0c8169ad5dbf9a,#2R,Rare,6720,810,9681
0x9f03beff23ea3fc24b0d0fb2e0add1b5451b51a1,#2R,Rare,6702,811,9681
0xf51b069dfc48552bd7d76db6a84ae22c29f849dd,#5R,Rare,6480,812,9681
0xb151138dc73e94943d594231d6c45b5864822849,#14R,Rare,6480,813,9681
0x5ee6714f335909e41122d683f68c6f3e131d13b8,#9R,Rare,6396,814,9681
0x7dccc7fa209348b8b101270f8cb3167e1902f6bb,#14R,Rare,6342,815,9681
0x28fa8cd01f66d5324827cf851c0dc88d81caef0d,#8R,Rare,6228,816,9681
0x0de8979447589b00d75b2cd467e7060707d991ed,#5R,Rare,6162,817,9681
0x67c68627e2e066e177ebddf0a8c13b9b7b313bd3,#8R,Rare,6162,818,9681
0xaa866494db0c7c3b1a3fc881b5c13c4638f70e0e,#1R,Rare,6120,819,9681
0x53cf6198b88c405870d88d75968b34ce53a6c968,#8R,Rare,6072,820,9681
0xe01a24b525bad93d8f82569e469478851a71d991,#3R,Rare,5976,821,9681
0x8f65e4986992a18110f6e9df7fee0b486a1fb714,#15R,Rare,5862,822,9681
0xa97184cab038e737c863d7ad2d29d47428997929,#15R,Rare,5856,823,9681
0x6a0371d7ab34a3adb823c7beda41c5d9a2bc3550,#15R,Rare,5850,824,9681
0x15d016e2883ef11c574e1a00d6a5ade0db94337b,#8R,Rare,5670,825,9681
0x7030e6952ca23060efbe116f69fcb0e408a3ca77,#6R,Rare,5640,826,9681
0x94effc95f90fab1ed48c3bb35fa7f18a649c77ba,#10R,Rare,5616,827,9681
0x903009cd9a79edb4b1188075d7f2ebb70e75c516,#15R,Rare,5616,828,9681
0x87ffcaa415271b7d138e70e12260567b93f54b39,#2R,Rare,5616,829,9681
0x755e3d81d3c332b68eb739df8e19c8d7135f0716,#8R,Rare,5592,830,9681
0x51ade98c058f19b7f93d6104ad5c4ee88afa8655,#9R,Rare,5556,831,9681
0xf51bfa4b31e7e48f1609808e0a120c11c6beb17c,#14R,Rare,5538,832,9681
0xbece9351a98de58855fae9322999f867c754c640,#14R,Rare,5538,833,9681
0x18fb795c2b88f73cd3e596e6fcf67ec58358fa61,#14R,Rare,5538,834,9681
0x3cc1b87532c633154a1ffbab62b3323d6e377ca2,#14R,Rare,5538,835,9681
0x7ab1a474f7a821004494746fae12e7b3bdaf10d4,#14R,Rare,5538,836,9681
0x28b27f01b20a1773e466b7056e1b538c4a986266,#14R,Rare,5538,837,9681
0xbd8be5582e9b5b0d299d4a315b00a832cb8fdb19,#14R,Rare,5538,838,9681
0x3370a263c72bd4f6e8fe2e4705e7fd35ee7e5c9e,#14R,Rare,5538,839,9681
0x3a7e4d5a5a88a5a608b43bc088b90af51dfeba26,#14R,Rare,5538,840,9681
0x1f442da66044fe982bc57c21fe4f1544e39af4f4,#14R,Rare,5424,841,9681
0xe19953ed3efec273b117833ed278f1e7c1552aaa,#12R,Rare,5400,842,9681
0x5499b9f9c68b9978290ef837de33f52b7642c1bd,#10R,Rare,5304,843,9681
0xc991a1b4e4f48d297ecf6bf59371e9f5aa55e96f,#6R,Rare,5280,844,9681
0xe7748ddf75e1922203163c6f704249a368a1561a,#6R,Rare,5280,845,9681
0xa7aee9f77ea6f8c7515bedd8ea36db0e53446179,#6R,Rare,5280,846,9681
0xf7600a00f29b3e1cef154c8002b2f46039b738b6,#6R,Rare,5280,847,9681
0x64aee70538770d85b64670f9c965d7fbc7220bff,#10R,Rare,5184,848,9681
0x1acc39a5e25ff6e402a7107098a0487bc1e29955,#12R,Rare,5184,849,9681
0x78ee856e73a2eab0486583957e90170f2ada1109,#10R,Rare,5148,850,9681
0x1f50d21d8e9eb62db0439fc91063259c0646db57,#10R,Rare,5040,851,9681
0x8413d54e9483b548ed4f020c37a060655f8b7c7d,#15R,Rare,4914,852,9681
0xc12e51dff9ae1fa605118122a70522ba070fb41b,#6R,Rare,4902,853,9681
0x09813be2a86cafac92607d555afb042f9fbd1be7,#6R,Rare,4854,854,9681
0x5cb129e8d95e684de37c0a3d42dd0afd6158d660,#12R,Rare,4824,855,9681
0x7537edac60656462ac75b3d4e0c71b6cd4f9a3cc,#9R,Rare,4800,856,9681
0x16ee6051105e670c7d91e75dbcaa62bb68426437,#10R,Rare,4704,857,9681
0x2fcdb4c3e044a7201bcae8b65dc3a1f72e4f734a,#7R,Rare,4680,858,9681
0x667db8eb4b43388918942d0612f485dace8b4b94,#7R,Rare,4680,859,9681
0x524bcce8dd2172ce0d308fcbe62597822743c1f2,#7R,Rare,4680,860,9681
0xc9c7afe827153837b500efe7f52430bf96140a2f,#7R,Rare,4680,861,9681
0x0b1e0970f01750ff6c848245359bd6b0b2136fde,#7R,Rare,4680,862,9681
0x3f0ff91d54ea940251d38f961ea2cdd188390eed,#7R,Rare,4680,863,9681
0x253e2edbd8a47a685ef7135bd9cc192cce4fd5e0,#15R,Rare,4680,864,9681
0xdc98774a6e826459f1c83da96672eed6006ad62f,#2R,Rare,4680,865,9681
0xbef58292d5a2cb2ce4426f557e565b9a29a3c95f,#7R,Rare,4680,866,9681
0xd0973f26613fe1858b47d9fc59037f6d4eda606b,#2R,Rare,4680,867,9681
0x068f37e2c44eba4144e54b045eb06103993faac9,#9R,Rare,4680,868,9681
0xd1398957099d9d4fb3f6a12ac766e05e427520f8,#8R,Rare,4560,869,9681
0x89a4cf785639f40878b520ad4b565e223b5e3f8e,#10R,Rare,4560,870,9681
0xdcadf2b1c9aec727a0d6e25c5f98c45c3cf7f6aa,#6R,Rare,4464,871,9681
0x402ea80c6859793a169db590faa035a31cf1fda3,#6R,Rare,4464,872,9681
0x09a43d12e86402befe79480222ea7decfaf164ef,#5R,Rare,4464,873,9681
0x831f73181277275f31a123535b2aea6007485adb,#14R,Rare,4446,874,9681
0x1f401273bf6e650a0bca95536dd0e8d912ca438d,#15R,Rare,4428,875,9681
0x77cf6f5fb32b88d82e956116a979483b75cf0ffc,#5R,Rare,4368,876,9681
0x7464904c041222a1cbdbe40e292731bab9485572,#15R,Rare,4302,877,9681
0x83d19f0b28cad36aa035d5d478b5c9b93cdfdc63,#8R,Rare,4230,878,9681
0x8c48f417f2a3c79c3cbba5900031613dfb3f1de3,#14R,Rare,4212,879,9681
0x77be83b5e3413e3645c43e93ade3c1ce225d122c,#6R,Rare,4212,880,9681
0x72386d2a30d8a5ed10725cfa56250204d70aca06,#7R,Rare,4212,881,9681
0xde8fd31425456f9c86cdd05b22ff4f63ae3f3648,#2R,Rare,4212,882,9681
0xa4c0c2be69ff76207604993e1c1467ef394c80e3,#7R,Rare,4212,883,9681
0x577c2da902d4be9eb1b430abeffc44043769a46e,#12R,Rare,4128,884,9681
0x13c368d18281b2e5592eabe61bc7bdf4033723cd,#2R,Rare,4104,885,9681
0xf21cf9022fea79e433b804f0324a695fa76a98af,#3R,Rare,4104,886,9681
0x792cc12732d332f58a0ad35fdb6f89e913ea94f1,#7R,Rare,4104,887,9681
0xe2b1e65ae10d9fce7ef443d03394713267c4e690,#9R,Rare,4104,888,9681
0xce10f7d47cbc3c0f806327d4926d1995fe279ae5,#7R,Rare,4104,889,9681
0xf109bb7a3f27fa8f73cf85f187385eb6eddb5bc5,#9R,Rare,4104,890,9681
0x8343c813f134f997f064729b888d6f9b3307526a,#15R,Rare,4044,891,9681
0x6aeb3418f0e14d43d5ce89e60daff225067b2982,#11R,Rare,3960,892,9681
0xf3b147285866be6212c28421d6d47674cd4eae0b,#9R,Rare,3960,893,9681
0x172d57e8ef61a220c937139e5b2a2ac9e6ffa673,#14R,Rare,3900,894,9681
0xa9707a68120864712aca5b3671aceb010d96430e,#10R,Rare,3894,895,9681
0x6d748bf1c4652fa424a30c0795d181ece407ef5c,#7R,Rare,3840,896,9681
0xf333aa171050d2670c779a99d7cee58833a4c64a,#8R,Rare,3840,897,9681
0xfafcaaa8192a923b7ad345245adff5211c6a14e2,#2R,Rare,3840,898,9681
0x35259a77d06dbbeacd34bc1b91e7f93244552eb2,#3R,Rare,3804,899,9681
0x617ab7b1907b12bf889efa5419c97d736aa40517,#3R,Rare,3804,900,9681
0x519728276855c228cc17785aba8fbccdbe359636,#2R,Rare,3744,901,9681
0x7a1a3dd34b84e462bf7a5aa3a3f617b5f2049cd6,#2R,Rare,3744,902,9681
0x99f881a471601f2c212b59eaaf14eef27d57749d,#2R,Rare,3744,903,9681
0xb2932b56d0b528a8f4eb5296030d1297daa2e812,#2R,Rare,3744,904,9681
0x87add8d1b9c51f48999ea310dab4ae40d7bf0d74,#10R,Rare,3744,905,9681
0xde4bdfa0c0a1889b730ad1fc3682ceb2eb4aa903,#3R,Rare,3744,906,9681
0xa66cfb2e44b31190340d77350efe9791390dac87,#3R,Rare,3744,907,9681
0x02930e4906a7d7c634925bc5762a8b93ce9ae25e,#4R,Rare,3744,908,9681
0x5962a032998f5aea4c2d9804144649811d63d263,#6R,Rare,3744,909,9681
0xef3abb872bb8259ae6c3d09fb7d438b41d33b904,#13R,Rare,3744,910,9681
0xe6c5d037de98992c6cb78b506d849bf84108bed1,#3R,Rare,3744,911,9681
0x4eecde13bffba74c54a5af2a069ef0b69abf2e6d,#3R,Rare,3744,912,9681
0x93b373c5bcf9aa34c4e477be3092c14c25222cd9,#11R,Rare,3744,913,9681
0x33e6fff1ac7d2b7239dd4b3653f1380da7dbd5ad,#9R,Rare,3744,914,9681
0xb03725a2da0b225340abdbc1f19c66a0cef72447,#12R,Rare,3744,915,9681
0x6430a6a1388cd2408930c1770d75356773f2c85c,#9R,Rare,3744,916,9681
0xece6904053767b0377731733fbd14ad6d7b7d8fd,#1R,Rare,3744,917,9681
0x3aa79c9eb81c27a6e307798bb949baebb1f113ea,#5R,Rare,3744,918,9681
